id_logement,region,departement,surface_m2,annee_construction,periode_construction,type_logement,energie_chauffage,conso_energie_kwh,cout_chauffage,classe_dpe,co2_emission,longitude,latitude,date_dpe
637,Pays de la Loire,13,95.2,1973,1960-1979,Appartement,Autre,5566.7,668.0,G,2566.5,-1.4090449236514457,49.97759162203411,2024-05-03 01:35:52
638,Auvergne-Rhône-Alpes,37,93.5,1994,1980-1999,Appartement,Gaz,2000.0,240.0,B,1986.7,4.2245295204174464,45.20706343555804,2021-04-05 05:07:50
639,Pays de la Loire,14,89.8,1946,<1960,Maison,Bois,6754.0,810.48,D,1474.7,4.9226125040507025,42.512617754342806,2022-04-02 23:58:23
640,Île-de-France,33,74.0,2017,≥2010,Maison,Gaz,20355.8,2442.7,C,2905.8,4.486561498939137,44.537184561990316,2021-10-01 03:39:41
641,Île-de-France,13,77.5,2000,2000-2009,Appartement,Autre,11921.1,1430.53,C,2934.3,5.6618728833743095,43.27865557579091,2023-12-20 19:25:37
642,Hauts-de-France,75,52.9,1961,1960-1979,Appartement,Bois,8754.1,1050.49,D,2786.7,6.748489690777289,43.30374869086732,2024-08-06 18:48:20
643,Grand Est,44,20.0,2004,2000-2009,Maison,Fioul,15522.6,1862.71,E,2946.8,-3.7204117031385766,48.52767088704055,2023-04-24 13:21:24
644,Grand Est,75,118.1,1980,1980-1999,Appartement,Électricité,16158.0,1938.96,A,1325.4,-3.638069850145455,44.36159412005986,2024-07-03 09:55:20
645,Nouvelle-Aquitaine,33,89.7,2005,2000-2009,Appartement,Autre,6506.2,780.74,E,1743.3,5.353199854018397,50.632258557899746,2022-08-25 15:41:37
646,Bretagne,14,85.2,1961,1960-1979,Appartement,Électricité,23241.9,2789.03,F,3207.9,-1.7191578052208785,46.993067555344346,2024-06-27 14:32:32
647,Pays de la Loire,33,97.0,1993,1980-1999,Appartement,Électricité,13243.5,1589.22,G,2520.6,-4.238961514648986,46.50285484420779,2023-07-17 23:00:19
648,Centre-Val de Loire,31,60.1,2020,≥2010,Appartement,Gaz,13810.6,1657.27,C,2250.6,0.21597935274787528,46.278266608515324,2021-11-29 00:17:07
649,Provence-Alpes-Côte d'Azur,14,55.0,2004,2000-2009,Appartement,Autre,14237.5,1708.5,D,1973.3,5.6583998537390165,48.5255124651432,2022-05-05 21:21:52
650,Normandie,75,76.5,1964,1960-1979,Appartement,Électricité,14228.1,1707.37,D,3341.1,-3.354654690418255,46.434686033955394,2024-08-02 14:49:26
651,Grand Est,67,126.0,1994,1980-1999,Maison,Fioul,9203.4,1104.41,C,606.6,3.7339456334580774,43.61882309915917,2024-05-08 04:08:01
652,Normandie,75,49.9,1947,<1960,Appartement,Bois,21506.3,2580.76,D,2464.7,-4.95299379696962,50.157497971574585,2022-08-08 11:50:50
653,Hauts-de-France,75,20.0,1987,1980-1999,Maison,Autre,10716.7,1286.0,E,2140.0,-3.5734131862381506,46.22703953565323,2022-12-22 22:37:02
654,Normandie,14,69.4,2001,2000-2009,Appartement,Gaz,16308.8,1957.06,A,1072.7,-0.4389455050096709,43.143839808585675,2021-09-09 19:24:28
655,Provence-Alpes-Côte d'Azur,37,119.3,1994,1980-1999,Appartement,Autre,9862.8,1183.54,G,3655.0,-3.9131703466826178,47.10548409123052,2023-03-22 00:30:23
656,Occitanie,31,33.0,2012,≥2010,Appartement,Gaz,9064.8,1087.78,F,200.0,5.996721676682467,48.13191766856462,2021-11-11 03:19:04
657,Provence-Alpes-Côte d'Azur,75,49.6,1994,1980-1999,Appartement,Bois,20558.4,2467.01,E,2309.1,6.232916540891095,44.8975674381725,2024-12-29 06:18:46
658,Normandie,13,92.9,1981,1980-1999,Appartement,Fioul,11512.3,1381.48,E,2675.6,4.822419140293816,49.46296154676243,2024-06-24 09:34:52
659,Provence-Alpes-Côte d'Azur,35,162.1,1990,1980-1999,Appartement,Électricité,11846.5,1421.58,D,1322.4,-1.847764791856973,48.327049860525065,2022-11-08 02:17:34
660,Auvergne-Rhône-Alpes,59,44.3,1986,1980-1999,Appartement,Autre,13276.3,1593.16,E,2449.5,1.8022119781197379,48.157968172600576,2022-05-12 01:07:08
661,Hauts-de-France,59,43.1,1959,<1960,Maison,Gaz,23708.0,2844.96,D,1998.0,-2.605549168196172,46.16117708994981,2024-09-29 12:26:19
662,Pays de la Loire,75,95.2,1977,1960-1979,Maison,Bois,21759.4,2611.13,F,3089.2,-1.3433801490495596,50.86866312227821,2024-12-23 22:38:35
663,Occitanie,13,121.1,1955,<1960,Appartement,Électricité,17777.0,2133.24,C,5362.3,1.7080687982592844,44.88544576115846,2022-07-12 00:36:29
664,Centre-Val de Loire,37,66.3,1964,1960-1979,Maison,Bois,24841.3,2980.96,C,2504.7,4.555179509990371,47.52603785883444,2022-12-22 07:34:06
665,Grand Est,67,36.4,1968,1960-1979,Appartement,Fioul,7749.4,929.93,D,2743.6,-3.769493054882691,45.18877987001177,2024-09-06 17:09:20
666,Île-de-France,44,98.0,2008,2000-2009,Appartement,Électricité,14951.5,1794.18,C,1322.4,-1.14294293083488,48.979801350852526,2023-02-05 08:25:33
667,Pays de la Loire,44,103.4,2009,2000-2009,Appartement,Électricité,12341.2,1480.94,D,2393.3,7.046077531434989,42.915785909670056,2022-10-16 03:55:11
668,Île-de-France,14,138.4,2017,≥2010,Appartement,Électricité,4039.1,484.69,D,1864.3,0.5786031311645461,42.89927665051293,2024-08-29 05:42:00
669,Hauts-de-France,59,104.7,2020,≥2010,Appartement,Gaz,14083.9,1690.07,F,2900.9,7.205305760821087,49.55449043481349,2024-09-02 21:58:49
670,Occitanie,75,109.8,1961,1960-1979,Maison,Électricité,9791.3,1174.96,D,916.6,7.888207040177763,46.27813300125394,2021-06-09 22:56:47
671,Nouvelle-Aquitaine,44,77.1,2005,2000-2009,Appartement,Bois,18900.8,2268.1,D,1233.8,1.8465777394484073,45.46826647502309,2021-11-01 01:58:32
672,Grand Est,75,158.2,1959,<1960,Appartement,Gaz,10222.4,1226.69,C,3262.0,-1.2554278727969428,47.78548370092545,2024-04-16 07:11:11
673,Auvergne-Rhône-Alpes,14,73.1,1995,1980-1999,Maison,Électricité,9966.5,1195.98,D,2389.0,5.280098511443528,48.60652429166007,2022-04-25 20:59:10
674,Nouvelle-Aquitaine,59,66.6,1971,1960-1979,Appartement,Bois,18898.8,2267.86,D,3391.4,-2.928960438174806,44.25045171754634,2021-11-16 06:46:25
675,Hauts-de-France,33,139.3,2018,≥2010,Appartement,Bois,11705.5,1404.66,E,2527.4,-1.7233908242630833,44.113251800221164,2021-07-09 07:05:03
676,Pays de la Loire,37,40.8,2005,2000-2009,Appartement,Autre,17232.9,2067.95,B,2658.8,5.203438823490668,50.83591150551097,2024-03-12 11:24:57
677,Auvergne-Rhône-Alpes,35,29.6,2002,2000-2009,Appartement,Bois,13909.6,1669.15,C,1921.4,0.6373970215163887,47.630079465545755,2021-11-23 12:54:48
678,Provence-Alpes-Côte d'Azur,35,88.6,1975,1960-1979,Appartement,Fioul,13970.0,1676.4,D,2025.7,-2.3800068191603323,45.894013352460135,2024-01-19 07:27:13
679,Normandie,44,84.9,1956,<1960,Appartement,Électricité,10901.8,1308.22,D,3068.0,3.4646346843802185,49.47254274362471,2023-01-19 22:08:44
680,Auvergne-Rhône-Alpes,35,78.2,1990,1980-1999,Appartement,Électricité,14259.9,1711.19,D,2071.1,4.525904197961877,47.06888294136788,2021-01-03 06:14:57
681,Centre-Val de Loire,37,114.8,1975,1960-1979,Maison,Électricité,11408.3,1369.0,E,3265.2,-3.374073887142602,44.60246645025886,2021-03-09 15:53:00
682,Hauts-de-France,33,57.8,1976,1960-1979,Maison,Bois,8382.9,1005.95,C,2101.1,-1.3992566203258563,44.298597159081694,2021-03-25 03:22:36
683,Bretagne,37,86.9,1976,1960-1979,Appartement,Bois,11530.9,1383.71,D,1138.3,-2.123402180160968,45.95267561567745,2023-04-16 22:16:12
684,Normandie,75,74.2,1997,1980-1999,Appartement,Électricité,17795.2,2135.42,E,1056.3,-0.06188982608812221,49.98109398426095,2023-03-22 16:36:39
685,Île-de-France,14,58.3,2005,2000-2009,Appartement,Gaz,14412.0,1729.44,C,2045.4,4.924783642488837,43.03459686958505,2024-07-24 17:09:17
686,Grand Est,33,83.1,1990,1980-1999,Maison,Gaz,15458.0,1854.96,E,3024.2,4.278205329566216,44.40117620656644,2022-07-13 17:43:42
687,Île-de-France,14,110.6,2018,≥2010,Appartement,Fioul,12006.6,1440.79,D,1601.4,3.612810834988151,50.27042082401755,2022-09-02 06:20:50
688,Auvergne-Rhône-Alpes,14,148.6,1951,<1960,Appartement,Autre,3279.9,393.59,D,2858.6,-4.918287903708315,43.55909075003248,2023-03-14 04:53:10
689,Île-de-France,59,102.4,1948,<1960,Maison,Fioul,6503.6,780.43,F,2290.7,-3.1521369260549372,47.97774374889826,2024-02-06 13:06:38
690,Centre-Val de Loire,75,20.0,1996,1980-1999,Maison,Électricité,10699.5,1283.94,C,2745.6,-2.097131861673132,44.35754890265292,2023-12-10 03:25:42
691,Hauts-de-France,13,83.9,1975,1960-1979,Appartement,Électricité,6892.2,827.06,F,1939.3,-1.464574001494955,47.77104157335343,2023-03-02 15:53:57
692,Provence-Alpes-Côte d'Azur,35,86.5,2019,≥2010,Appartement,Électricité,9640.4,1156.85,D,2364.7,-3.0964549585643,45.83300625154482,2022-05-12 11:03:41
693,Pays de la Loire,13,113.1,1980,1980-1999,Appartement,Autre,9477.5,1137.3,E,3044.9,0.33410216916056523,43.38458899894963,2022-06-15 08:09:44
694,Grand Est,59,90.5,1998,1980-1999,Appartement,Bois,9613.2,1153.58,F,2184.5,-4.022652394817663,47.567533087720726,2023-08-07 17:28:49
695,Centre-Val de Loire,14,122.6,1998,1980-1999,Appartement,Autre,18467.3,2216.08,F,1727.6,4.750288475041149,48.4424718996359,2023-05-13 01:06:15
696,Centre-Val de Loire,44,96.8,1961,1960-1979,Maison,Fioul,11761.6,1411.39,E,564.0,5.240370234849365,48.418371785002485,2021-09-18 08:51:06
697,Île-de-France,37,131.8,2019,≥2010,Appartement,Bois,16206.0,1944.72,E,2687.4,2.465466964811675,48.04219935893258,2021-08-31 14:32:05
698,Île-de-France,35,71.8,1974,1960-1979,Appartement,Bois,12737.8,1528.54,D,1505.5,-3.8338365984544183,46.85195559413925,2024-03-09 04:03:26
699,Auvergne-Rhône-Alpes,35,89.3,1966,1960-1979,Appartement,Fioul,18370.9,2204.51,D,1731.5,6.571081204107854,47.019411766676136,2021-07-30 22:08:45
700,Pays de la Loire,75,109.8,1987,1980-1999,Appartement,Bois,16594.4,1991.33,B,1236.2,7.553265773205489,48.03006895532925,2022-11-17 03:46:22
701,Nouvelle-Aquitaine,31,67.8,1971,1960-1979,Appartement,Gaz,9338.2,1120.58,B,1992.9,-2.369273715816738,48.50525644719578,2024-07-11 08:37:07
702,Île-de-France,69,61.3,1981,1980-1999,Maison,Fioul,20827.3,2499.28,F,4087.8,4.160317652729356,48.19742762783305,2022-03-23 01:39:17
703,Hauts-de-France,69,66.1,1990,1980-1999,Appartement,Fioul,9954.6,1194.55,B,2516.8,5.945202198352314,47.606426414747034,2022-06-05 07:07:33
704,Bretagne,69,62.5,1979,1960-1979,Appartement,Gaz,12900.0,1548.0,C,1620.3,2.0179657930551294,43.85579916779583,2024-09-28 08:07:39
705,Grand Est,31,100.7,1948,<1960,Appartement,Autre,13696.6,1643.59,E,1789.3,-0.7967997061522647,44.3323638848879,2024-11-02 06:07:37
706,Île-de-France,75,30.0,1970,1960-1979,Appartement,Autre,14197.6,1703.71,A,905.1,1.221263296044584,44.76394898300753,2022-03-28 17:42:42
707,Hauts-de-France,31,38.3,1963,1960-1979,Appartement,Autre,15582.8,1869.94,C,1182.4,1.6594937601978756,50.50105641666127,2021-06-03 02:36:23
708,Hauts-de-France,69,140.9,1989,1980-1999,Maison,Bois,8594.5,1031.34,D,1039.4,0.20828157444436268,49.10673729863361,2024-01-17 08:50:12
709,Grand Est,59,63.2,1970,1960-1979,Appartement,Gaz,15205.5,1824.66,D,2443.3,7.087952417238181,47.30994132997084,2023-08-15 22:54:18
710,Nouvelle-Aquitaine,33,91.0,1966,1960-1979,Maison,Fioul,14615.2,1753.82,E,2602.0,4.670480442252526,44.69289527833321,2024-10-29 05:06:17
711,Hauts-de-France,14,40.3,2002,2000-2009,Appartement,Fioul,12002.1,1440.25,D,2269.8,-1.8630786506854684,43.46475625222429,2024-08-09 09:53:46
712,Bretagne,31,87.8,2007,2000-2009,Appartement,Fioul,11146.2,1337.54,D,2532.9,2.61224343515829,50.31920526602578,2024-08-03 13:29:23
713,Hauts-de-France,75,63.4,1972,1960-1979,Maison,Bois,8363.5,1003.62,E,1510.4,3.9529589621051766,50.26619433765938,2021-03-28 08:37:01
714,Hauts-de-France,75,38.1,2009,2000-2009,Appartement,Bois,14161.6,1699.39,D,1166.6,-3.1779665178723064,43.46305168255252,2024-11-29 17:06:21
715,Hauts-de-France,13,125.1,1988,1980-1999,Appartement,Autre,9027.9,1083.35,E,1160.8,-0.340465349058066,49.43578499503952,2021-02-24 04:17:03
716,Provence-Alpes-Côte d'Azur,33,120.5,1987,1980-1999,Appartement,Bois,13070.5,1568.46,F,1121.0,6.772127660850908,46.38581210299624,2022-01-04 16:37:16
717,Provence-Alpes-Côte d'Azur,44,81.8,1981,1980-1999,Appartement,Autre,11544.0,1385.28,D,2522.8,2.3732503024076195,45.318512315625696,2022-03-03 22:51:13
718,Nouvelle-Aquitaine,35,115.0,2010,≥2010,Maison,Autre,5996.3,719.56,D,4012.3,-2.179029301215881,48.93020946501576,2024-10-27 05:41:17
719,Île-de-France,69,142.1,1961,1960-1979,Maison,Fioul,7799.5,935.94,A,1257.5,-3.40379762445104,47.84466700722836,2022-09-08 15:46:01
720,Hauts-de-France,44,107.6,1984,1980-1999,Maison,Bois,13821.5,1658.58,E,1892.2,1.73694961517341,49.28626193606204,2021-10-15 14:56:48
721,Pays de la Loire,13,99.4,1982,1980-1999,Appartement,Autre,9640.6,1156.87,A,2382.6,2.1199143993788727,43.14666108750655,2024-09-29 06:50:54
722,Île-de-France,69,91.0,2005,2000-2009,Appartement,Gaz,9487.1,1138.45,D,1948.9,-0.6526121323900398,45.27170707362987,2024-10-30 14:08:54
723,Nouvelle-Aquitaine,33,104.5,1953,<1960,Maison,Gaz,8562.2,1027.46,F,2499.7,3.19540836944854,45.278056598625604,2022-01-27 00:00:25
724,Occitanie,37,74.1,2021,≥2010,Maison,Bois,8714.9,1045.79,D,1682.1,-4.107099079147947,45.36885190290356,2024-02-04 14:41:30
725,Île-de-France,13,76.7,2019,≥2010,Appartement,Fioul,19392.0,2327.04,C,1587.7,-3.1131839875401717,46.87157489200111,2022-11-22 11:34:26
726,Île-de-France,69,98.5,2005,2000-2009,Appartement,Fioul,6960.3,835.24,E,2035.9,2.1015596731463697,44.962220086804244,2022-10-11 00:22:26
727,Normandie,33,70.8,1960,1960-1979,Maison,Autre,18628.1,2235.37,C,2493.9,-4.196395980022099,46.36613740776142,2022-04-24 16:53:54
728,Auvergne-Rhône-Alpes,67,74.0,1946,<1960,Appartement,Bois,10511.7,1261.4,E,3354.2,6.451813944884307,45.69966506010412,2022-11-12 09:10:17
729,Normandie,44,85.0,2016,≥2010,Appartement,Gaz,9058.1,1086.97,E,2539.0,-3.1520971840652816,48.89707561777845,2021-12-31 01:28:27
730,Bretagne,44,119.5,1987,1980-1999,Maison,Autre,13727.2,1647.26,C,1973.1,3.7609583630989736,47.75045692237294,2023-12-05 15:46:04
731,Provence-Alpes-Côte d'Azur,35,51.0,1986,1980-1999,Appartement,Autre,12238.7,1468.64,F,2947.7,0.08564474228752772,48.18657606116064,2023-07-02 23:18:58
732,Provence-Alpes-Côte d'Azur,33,107.8,2021,≥2010,Appartement,Électricité,11111.3,1333.36,C,3100.1,0.1972407180492297,44.33207987851901,2024-10-19 18:33:21
733,Auvergne-Rhône-Alpes,31,108.8,2001,2000-2009,Maison,Bois,12989.5,1558.74,G,1927.0,4.943563871944869,45.33186883834394,2022-02-24 21:51:01
734,Grand Est,67,108.6,2011,≥2010,Appartement,Autre,12167.4,1460.09,A,2068.6,1.4930077442478815,42.68413939422505,2021-01-21 14:01:49
735,Grand Est,37,60.8,1974,1960-1979,Maison,Gaz,11029.8,1323.58,C,1815.6,4.433521027370263,43.44285995345058,2021-12-01 13:19:21
736,Nouvelle-Aquitaine,59,34.2,1957,<1960,Appartement,Électricité,16210.5,1945.26,C,2938.8,1.5674859737859999,44.80597181830332,2022-03-26 11:18:26
737,Centre-Val de Loire,69,101.8,1963,1960-1979,Appartement,Gaz,5488.6,658.63,A,2266.8,2.707769438268424,43.069534375327585,2021-09-14 05:37:45
738,Auvergne-Rhône-Alpes,67,90.6,1951,<1960,Appartement,Fioul,7884.0,946.08,E,935.0,4.889290162305635,47.74290188308591,2023-07-24 14:00:44
739,Île-de-France,33,115.1,1953,<1960,Maison,Électricité,8453.0,1014.36,E,2565.5,2.8950136579765795,51.183732008537284,2023-05-17 21:41:48
740,Grand Est,14,64.0,1998,1980-1999,Appartement,Électricité,7239.3,868.72,E,3540.7,3.0029964220542524,43.37709236236888,2022-11-25 05:39:20
741,Hauts-de-France,69,107.8,2005,2000-2009,Appartement,Autre,12386.7,1486.4,C,3611.7,5.259854688558727,49.64470285022261,2022-09-22 19:14:39
742,Centre-Val de Loire,75,116.6,1946,<1960,Appartement,Fioul,14274.4,1712.93,D,1768.8,7.338128605651853,43.53370135120678,2023-01-31 20:56:53
743,Pays de la Loire,44,82.1,1994,1980-1999,Appartement,Autre,3168.6,380.23,E,1573.1,-0.10268999884062247,48.328251963529,2021-12-11 18:30:17
744,Île-de-France,33,97.5,2019,≥2010,Appartement,Bois,9866.8,1184.02,D,3908.1,2.502523043937366,48.09547114661345,2021-09-05 17:11:20
745,Bretagne,37,96.5,1975,1960-1979,Appartement,Gaz,10552.5,1266.3,E,3610.0,-3.878448949463907,50.35363733285744,2021-06-18 18:45:53
746,Hauts-de-France,75,60.4,1977,1960-1979,Appartement,Gaz,10713.6,1285.63,E,2620.6,-0.3355495526047303,43.49132683902046,2021-02-04 07:00:25
747,Hauts-de-France,35,100.9,2022,≥2010,Appartement,Autre,6217.1,746.05,B,659.0,0.35663993656201765,45.24436685491251,2021-02-16 11:52:56
748,Auvergne-Rhône-Alpes,13,133.7,1955,<1960,Maison,Gaz,10590.1,1270.81,E,1654.3,5.858085118712664,43.28978391508576,2022-02-08 03:42:53
749,Centre-Val de Loire,59,85.7,1977,1960-1979,Maison,Gaz,7899.9,947.99,E,1215.8,1.6741012276337983,46.044234934498576,2021-12-20 20:04:14
750,Nouvelle-Aquitaine,59,41.2,1951,<1960,Appartement,Bois,10495.3,1259.44,E,3831.1,4.503862852879951,50.430860609949775,2021-09-18 11:37:22
751,Bretagne,75,64.4,1975,1960-1979,Appartement,Fioul,4261.7,511.4,C,827.0,-4.752903799666273,49.29925141423815,2022-05-14 16:32:02
752,Grand Est,44,31.6,1992,1980-1999,Maison,Électricité,10526.0,1263.12,C,3823.3,1.0384047051681025,48.78923087387428,2022-07-18 01:03:14
753,Auvergne-Rhône-Alpes,35,123.7,1991,1980-1999,Maison,Autre,8764.3,1051.72,D,2105.0,6.717129647126596,47.13733929230551,2024-06-21 08:42:08
754,Grand Est,14,107.9,2022,≥2010,Appartement,Autre,10818.8,1298.26,C,1122.1,-2.083919179024794,50.18632595831905,2023-05-09 18:59:05
755,Auvergne-Rhône-Alpes,44,70.0,1997,1980-1999,Maison,Bois,13353.6,1602.43,C,3088.1,-4.590211591007532,46.41014364469956,2021-11-26 12:06:06
756,Auvergne-Rhône-Alpes,67,42.5,1963,1960-1979,Appartement,Bois,11798.7,1415.84,F,2766.5,0.6343135382751939,43.802265303775556,2023-09-10 19:19:18
757,Auvergne-Rhône-Alpes,59,60.0,1950,<1960,Appartement,Électricité,15570.3,1868.44,E,1060.4,4.15761366841874,49.78699144115078,2023-10-05 04:26:52
758,Centre-Val de Loire,67,65.9,1993,1980-1999,Appartement,Fioul,10376.6,1245.19,D,2177.3,0.908025588939104,44.932853454050026,2023-08-22 18:42:14
759,Nouvelle-Aquitaine,37,88.3,2017,≥2010,Maison,Autre,14785.0,1774.2,C,3438.0,0.9797180756464563,42.966611806912695,2023-06-28 16:19:45
760,Auvergne-Rhône-Alpes,69,87.3,1994,1980-1999,Appartement,Bois,17062.4,2047.49,F,1831.1,3.7074655360981534,43.59653086681848,2023-02-26 00:08:53
761,Occitanie,31,125.2,1956,<1960,Maison,Autre,13231.9,1587.83,C,3711.8,-1.692945492320363,47.79881257088909,2023-07-19 09:56:35
762,Pays de la Loire,33,64.2,1967,1960-1979,Appartement,Gaz,11906.4,1428.77,E,1529.7,4.774567291345706,47.781613086114206,2021-09-23 01:16:26
763,Grand Est,35,39.8,1998,1980-1999,Appartement,Autre,13864.6,1663.75,G,740.2,-3.0095240982254654,44.7635935884137,2024-10-22 11:18:46
764,Île-de-France,44,50.3,2013,≥2010,Appartement,Fioul,13390.9,1606.91,E,2240.7,0.14475786871784013,48.82646728713002,2024-08-08 06:20:31
765,Normandie,59,84.3,2003,2000-2009,Maison,Fioul,16505.6,1980.67,G,885.4,3.528105410121933,49.23066935197595,2022-06-03 09:10:37
766,Bretagne,67,63.1,1980,1980-1999,Appartement,Autre,15572.1,1868.65,E,2312.4,5.7687970939925695,50.50837284736248,2022-08-17 17:41:49
767,Provence-Alpes-Côte d'Azur,13,76.2,1947,<1960,Appartement,Gaz,15626.2,1875.14,C,2204.6,5.289903925145719,47.588956238500664,2022-06-12 18:07:18
768,Nouvelle-Aquitaine,69,71.4,2002,2000-2009,Appartement,Fioul,12198.1,1463.77,C,1517.0,4.381912791000072,49.28098326808389,2022-11-09 20:45:34
769,Île-de-France,33,114.7,1999,1980-1999,Maison,Bois,13535.5,1624.26,C,3890.8,-0.33174701402691653,49.05196721401322,2021-02-22 03:17:07
770,Hauts-de-France,33,67.4,2001,2000-2009,Appartement,Autre,13451.4,1614.17,A,2196.4,-3.41004388818159,44.74293872166458,2021-07-09 12:21:38
771,Occitanie,44,73.7,1961,1960-1979,Appartement,Gaz,6566.8,788.02,E,2977.9,-2.181155169991122,45.198965573057635,2024-02-15 08:39:02
772,Provence-Alpes-Côte d'Azur,35,106.5,1983,1980-1999,Appartement,Bois,16810.1,2017.21,C,3035.8,6.242839589494306,46.66279684304998,2021-09-05 09:13:12
773,Normandie,14,68.1,2012,≥2010,Maison,Autre,4488.2,538.58,F,3784.9,6.145307811724573,42.66563901750446,2022-08-19 07:32:51
774,Île-de-France,37,97.7,1999,1980-1999,Maison,Gaz,15204.8,1824.58,D,1111.5,7.370291083007205,45.0873606264722,2024-10-26 03:54:45
775,Provence-Alpes-Côte d'Azur,13,94.9,1989,1980-1999,Maison,Bois,13201.5,1584.18,D,618.3,-4.0121475253579595,46.62278099809487,2022-07-08 15:39:02
776,Île-de-France,37,89.3,2020,≥2010,Appartement,Fioul,10720.7,1286.48,G,3751.6,1.978518108606929,43.44020286894595,2023-12-31 16:27:53
777,Occitanie,44,51.0,1945,<1960,Appartement,Autre,13760.4,1651.25,C,2723.0,3.432879583755037,43.598600223643594,2023-07-07 07:10:26
778,Normandie,67,121.9,1965,1960-1979,Maison,Autre,13883.6,1666.03,E,2313.7,4.238545901869136,46.53015960091487,2021-08-04 14:08:20
779,Hauts-de-France,31,151.6,1965,1960-1979,Appartement,Fioul,6114.9,733.79,E,2080.0,3.370222055135592,48.859395774797605,2021-05-13 23:50:19
780,Auvergne-Rhône-Alpes,75,85.3,1996,1980-1999,Appartement,Électricité,18372.6,2204.71,C,1920.4,5.0101480687296664,49.75361569900995,2023-02-09 06:18:05
781,Grand Est,14,53.6,1987,1980-1999,Appartement,Bois,12324.6,1478.95,D,2975.0,-0.32686950823856,47.25293090829131,2022-12-22 01:12:00
782,Hauts-de-France,35,85.9,1996,1980-1999,Maison,Fioul,22416.3,2689.96,D,900.6,-2.6673739622387322,46.63031619165656,2024-02-06 12:25:41
783,Auvergne-Rhône-Alpes,69,114.7,2011,≥2010,Appartement,Autre,15554.0,1866.48,E,2629.6,-2.340416162044299,45.843240945599874,2022-07-29 14:30:28
784,Centre-Val de Loire,14,66.5,1988,1980-1999,Appartement,Bois,12222.3,1466.68,E,3128.2,-4.844277036887863,44.178656234207175,2023-04-19 03:41:42
785,Centre-Val de Loire,59,81.1,1976,1960-1979,Maison,Bois,8894.8,1067.38,D,2868.9,-0.44581566261910943,43.775089424484975,2022-08-02 06:55:10
786,Centre-Val de Loire,35,95.2,1954,<1960,Appartement,Électricité,11501.2,1380.14,E,2135.7,-3.8073273385602953,49.38949912945773,2021-09-18 05:27:20
787,Nouvelle-Aquitaine,31,121.1,2008,2000-2009,Appartement,Autre,12674.2,1520.9,C,2197.6,-0.8206469937275189,46.54555770024733,2024-06-04 14:48:10
788,Pays de la Loire,59,108.3,2013,≥2010,Maison,Gaz,18594.4,2231.33,E,3357.1,3.166731003161221,49.37578613567387,2021-03-29 08:49:55
789,Bretagne,14,109.5,2012,≥2010,Maison,Électricité,17520.0,2102.4,F,2723.7,6.628214722628659,48.62552241233548,2024-12-30 21:59:52
790,Bretagne,75,72.2,1972,1960-1979,Maison,Électricité,14031.7,1683.8,F,3779.7,5.914870862876713,44.186894455135395,2021-06-21 12:30:04
791,Centre-Val de Loire,75,97.1,1997,1980-1999,Maison,Gaz,19961.4,2395.37,E,631.6,-1.7152352445515007,46.939673198637664,2022-05-12 06:53:57
792,Grand Est,31,63.3,1995,1980-1999,Appartement,Gaz,2927.2,351.26,D,3016.0,-3.2569191514253895,46.36294468467732,2023-10-18 16:16:36
793,Normandie,33,110.4,1997,1980-1999,Maison,Électricité,14082.5,1689.9,G,1469.9,-2.490060440642493,46.18769950298906,2021-02-20 08:36:17
794,Occitanie,13,119.5,1948,<1960,Appartement,Bois,17650.4,2118.05,D,2134.4,7.622826474746889,47.22036812807318,2022-02-05 01:08:32
795,Normandie,69,101.6,1961,1960-1979,Maison,Fioul,14463.5,1735.62,E,3438.4,2.1431682359113804,51.04411253935631,2024-09-23 14:12:39
796,Occitanie,33,74.0,2011,≥2010,Maison,Fioul,6002.4,720.29,C,1297.9,-2.627471100992527,49.57223519973549,2023-04-25 00:42:51
797,Normandie,37,78.9,2018,≥2010,Appartement,Électricité,18252.5,2190.3,G,4104.1,5.929700010928597,50.36229815518441,2021-07-21 22:03:23
798,Pays de la Loire,37,139.2,1991,1980-1999,Maison,Bois,15426.1,1851.13,E,3195.1,0.13748617606321378,42.75786437363153,2022-03-05 07:26:45
799,Nouvelle-Aquitaine,37,74.5,2000,2000-2009,Maison,Gaz,13543.6,1625.23,E,2721.3,6.689887975671455,43.7209263910948,2021-02-21 03:53:49
800,Nouvelle-Aquitaine,75,116.5,1967,1960-1979,Appartement,Électricité,12397.6,1487.71,B,1361.2,-1.6111973511516755,43.237443843953706,2021-03-03 18:48:38
801,Centre-Val de Loire,75,95.2,1962,1960-1979,Maison,Autre,20971.7,2516.6,E,2038.2,0.11188286445506979,44.790109744067905,2021-08-20 10:07:49
802,Auvergne-Rhône-Alpes,67,75.0,1945,<1960,Appartement,Bois,14000.3,1680.04,E,1877.5,1.5643209162710994,46.34446468010986,2021-02-22 07:14:33
803,Provence-Alpes-Côte d'Azur,59,44.7,1979,1960-1979,Appartement,Autre,10911.4,1309.37,E,1090.9,6.60399934315741,48.08586325460624,2021-07-31 22:58:39
804,Nouvelle-Aquitaine,14,91.3,2008,2000-2009,Appartement,Autre,8348.8,1001.86,C,3184.4,6.293846610865726,46.85723201669344,2022-12-24 15:11:41
805,Nouvelle-Aquitaine,69,87.7,2002,2000-2009,Appartement,Électricité,15408.9,1849.07,D,1836.1,2.4666159139504122,50.35770005974432,2022-12-28 03:11:34
